28,VietnamAirlines,TP Hồ Chí Minh (SGN),2020-12-20,13:05:00,Đà Nẵng (DAD),2020-12-26,11:40:00,VN131,49000,Hạng phổ thông
29,VietnamAirlines,TP Hồ Chí Minh (SGN),2020-12-20,13:05:00,Đà Nẵng (DAD),2020-12-26,11:40:00,VN131,699000,Hạng thương gia
30,VietnamAirlines,TP Hồ Chí Minh (SGN),2020-12-20,13:05:00,Đà Nẵng (DAD),2020-12-26,11:40:00,VN131,2300000,Hạng nhất
31,VietnamAirlines,Đà Nẵng (DAD),2020-12-17,13:05:00,TP Hồ Chí Minh (SGN),2020-12-22,11:40:00,VN131,49000,Hạng phổ thông
32,VietnamAirlines,Đà Nẵng (DAD),2020-12-17,13:05:00,TP Hồ Chí Minh (SGN),2020-12-22,11:40:00,VN131,699000,Hạng thương gia
33,VietnamAirlines,Đà Nẵng (DAD),2020-12-17,13:05:00,TP Hồ Chí Minh (SGN),2020-12-22,11:40:00,VN131,2300000,Hạng nhất
34,VietnamAirlines,Đà Nẵng (DAD),2020-12-18,13:05:00,TP Hồ Chí Minh (SGN),2020-12-23,11:40:00,VN131,49000,Hạng phổ thông
35,VietnamAirlines,Đà Nẵng (DAD),2020-12-18,13:05:00,TP Hồ Chí Minh (SGN),2020-12-23,11:40:00,VN131,699000,Hạng thương gia
36,VietnamAirlines,Đà Nẵng (DAD),2020-12-18,13:05:00,TP Hồ Chí Minh (SGN),2020-12-23,11:40:00,VN131,2300000,Hạng nhất
37,VietnamAirlines,Đà Nẵng (DAD),2020-12-19,13:05:00,TP Hồ Chí Minh (SGN),2020-12-24,11:40:00,VN131,49000,Hạng phổ thông
38,VietnamAirlines,Đà Nẵng (DAD),2020-12-19,13:05:00,TP Hồ Chí Minh (SGN),2020-12-24,11:40:00,VN131,699000,Hạng thương gia
39,VietnamAirlines,Đà Nẵng (DAD),2020-12-19,13:05:00,TP Hồ Chí Minh (SGN),2020-12-24,11:40:00,VN131,2300000,Hạng nhất
40,VietnamAirlines,Đà Nẵng (DAD),2020-12-20,13:05:00,TP Hồ Chí Minh (SGN),2020-12-25,11:40:00,VN131,49000,Hạng phổ thông
41,VietnamAirlines,Đà Nẵng (DAD),2020-12-20,13:05:00,TP Hồ Chí Minh (SGN),2020-12-25,11:40:00,VN131,699000,Hạng thương gia
42,VietnamAirlines,Đà Nẵng (DAD),2020-12-20,13:05:00,TP Hồ Chí Minh (SGN),2020-12-25,11:40:00,VN131,2300000,Hạng nhất
43,VietnamAirlines,Đà Nẵng (DAD),2020-12-21,13:05:00,TP Hồ Chí Minh (SGN),2020-12-26,11:40:00,VN131,49000,Hạng phổ thông
44,VietnamAirlines,Đà Nẵng (DAD),2020-12-21,13:05:00,TP Hồ Chí Minh (SGN),2020-12-26,11:40:00,VN131,699000,Hạng thương gia
45,VietnamAirlines,Đà Nẵng (DAD),2020-12-21,13:05:00,TP Hồ Chí Minh (SGN),2020-12-26,11:40:00,VN131,2300000,Hạng nhất
46,VietJet,Đà Nẵng (DAD),2020-12-22,13:05:00,TP Hồ Chí Minh (SGN),2020-12-17,11:40:00,VJ629,49000,Hạng phổ thông
47,VietJet,Đà Nẵng (DAD),2020-12-22,13:05:00,TP Hồ Chí Minh (SGN),2020-12-17,11:40:00,VJ629,699000,Hạng thương gia
48,VietJet,Đà Nẵng (DAD),2020-12-22,13:05:00,TP Hồ Chí Minh (SGN),2020-12-17,11:40:00,VJ629,2300000,Hạng nhất
49,VietJet,Đà Nẵng (DAD),2020-12-23,13:05:00,TP Hồ Chí Minh (SGN),2020-12-18,11:40:00,VJ629,49000,Hạng phổ thông
50,VietJet,Đà Nẵng (DAD),2020-12-23,13:05:00,TP Hồ Chí Minh (SGN),2020-12-18,11:40:00,VJ629,699000,Hạng thương gia
51,VietJet,Đà Nẵng (DAD),2020-12-23,13:05:00,TP Hồ Chí Minh (SGN),2020-12-18,11:40:00,VJ629,2300000,Hạng nhất
52,VietJet,Đà Nẵng (DAD),2020-12-24,13:05:00,TP Hồ Chí Minh (SGN),2020-12-19,11:40:00,VJ629,49000,Hạng phổ thông
53,VietJet,Đà Nẵng (DAD),2020-12-24,13:05:00,TP Hồ Chí Minh (SGN),2020-12-19,11:40:00,VJ629,699000,Hạng thương gia
54,VietJet,Đà Nẵng (DAD),2020-12-24,13:05:00,TP Hồ Chí Minh (SGN),2020-12-19,11:40:00,VJ629,2300000,Hạng nhất
55,VietJet,Đà Nẵng (DAD),2020-12-25,13:05:00,TP Hồ Chí Minh (SGN),2020-12-20,11:40:00,VJ629,49000,Hạng phổ thông
56,VietJet,Đà Nẵng (DAD),2020-12-25,13:05:00,TP Hồ Chí Minh (SGN),2020-12-20,11:40:00,VJ629,699000,Hạng thương gia
57,VietJet,Đà Nẵng (DAD),2020-12-25,13:05:00,TP Hồ Chí Minh (SGN),2020-12-20,11:40:00,VJ629,2300000,Hạng nhất
58,VietJet,Đà Nẵng (DAD),2020-12-26,13:05:00,TP Hồ Chí Minh (SGN),2020-12-21,11:40:00,VJ629,49000,Hạng phổ thông
59,VietJet,Đà Nẵng (DAD),2020-12-26,13:05:00,TP Hồ Chí Minh (SGN),2020-12-21,11:40:00,VJ629,699000,Hạng thương gia
60,VietJet,Đà Nẵng (DAD),2020-12-26,13:05:00,TP Hồ Chí Minh (SGN),2020-12-21,11:40:00,VJ629,2300000,Hạng nhất
